EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 12-06-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : Precipitation amount in 0.1 mm
0.1mm
30-34 Q_RR : quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SANTIAGO DE COMPOSTELA/LABACOLLA, SPAIN (STAID: 1394)
Blended and updated with sources:19729 908042 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   RR, Q_RR
  1394, 19729,19600322,    0,    0
  1394, 19729,19600323,    0,    0
  1394, 19729,19600324,   24,    0
  1394, 19729,19600325,    0,    0
  1394, 19729,19600326,  359,    0
  1394, 19729,19600327,   45,    0
  1394, 19729,19600328,   10,    0
  1394, 19729,19600329,  350,    0
  1394, 19729,19600330,   92,    0
  1394, 19729,19600331,   42,    0
  1394, 19729,19600401,  278,    0
  1394, 19729,19600402,  649,    0
  1394, 19729,19600403,  104,    0
  1394, 19729,19600404,    4,    0
  1394, 19729,19600405,    0,    0
  1394, 19729,19600406,   55,    0
  1394, 19729,19600407,   49,    0
  1394, 19729,19600408,    0,    0
  1394, 19729,19600409,    0,    0
  1394, 19729,19600410,    0,    0
  1394, 19729,19600411,    0,    0
  1394, 19729,19600412,    0,    0
  1394, 19729,19600413,    0,    0
  1394, 19729,19600414,    0,    0
  1394, 19729,19600415,    0,    0
  1394, 19729,19600416,    0,    0
  1394, 19729,19600417,    0,    0
  1394, 19729,19600418,    0,    0
  1394, 19729,19600419,    0,    0
  1394, 19729,19600420,    0,    0
  1394, 19729,19600421,    0,    0
  1394, 19729,19600422,    0,    0
  1394, 19729,19600423,    0,    0
  1394, 19729,19600424,    0,    0
  1394, 19729,19600425,    0,    0
  1394, 19729,19600426,    0,    0
  1394, 19729,19600427,    0,    0
  1394, 19729,19600428,    0,    0
  1394, 19729,19600429,    0,    0
  1394, 19729,19600430,    0,    0
  1394, 19729,19600501,    0,    0
  1394, 19729,19600502,    0,    0
  1394, 19729,19600503,    0,    0
  1394, 19729,19600504,    0,    0
  1394, 19729,19600505,    0,    0
  1394, 19729,19600506,    0,    0
  1394, 19729,19600507,    0,    0
  1394, 19729,19600508,    0,    0
  1394, 19729,19600509,    0,    0
  1394, 19729,19600510,  132,    0
  1394, 19729,19600511,  518,    0
  1394, 19729,19600512,   42,    0
  1394, 19729,19600513,    0,    0
  1394, 19729,19600514,   22,    0
  1394, 19729,19600515,    5,    0
  1394, 19729,19600516,    0,    0
  1394, 19729,19600517,   16,    0
  1394, 19729,19600518,   60,    0
  1394, 19729,19600519,   17,    0
  1394, 19729,19600520,  106,    0
  1394, 19729,19600521,   56,    0
  1394, 19729,19600522,   37,    0
  1394, 19729,19600523,    3,    0
  1394, 19729,19600524,    0,    0
  1394, 19729,19600525,    0,    0
  1394, 19729,19600526,    0,    0
  1394, 19729,19600527,    0,    0
  1394, 19729,19600528,    0,    0
  1394, 19729,19600529,    0,    0
  1394, 19729,19600530,    0,    0
  1394, 19729,19600531,    0,    0
  1394, 19729,19600601,    0,    0
  1394, 19729,19600602,    0,    0
  1394, 19729,19600603,    0,    0
  1394, 19729,19600604,    3,    0
  1394, 19729,19600605,   10,    0
  1394, 19729,19600606,    0,    0
  1394, 19729,19600607,    0,    0
  1394, 19729,19600608,    0,    0
  1394, 19729,19600609,    7,    0
  1394, 19729,19600610,    0,    0
  1394, 19729,19600611,    0,    0
  1394, 19729,19600612,    0,    0
  1394, 19729,19600613,    0,    0
  1394, 19729,19600614,    0,    0
  1394, 19729,19600615,    0,    0
  1394, 19729,19600616,    0,    0
  1394, 19729,19600617,    0,    0
  1394, 19729,19600618,    0,    0
  1394, 19729,19600619,    0,    0
  1394, 19729,19600620,    0,    0
  1394, 19729,19600621,    5,    0
  1394, 19729,19600622,    0,    0
  1394, 19729,19600623,    0,    0
  1394, 19729,19600624,    0,    0
  1394, 19729,19600625,    0,    0
  1394, 19729,19600626,    0,    0
  1394, 19729,19600627,    0,    0
  1394, 19729,19600628,    0,    0
  1394, 19729,19600629,    3,    0
  1394, 19729,19600630,   15,    0
  1394, 19729,19600701,  162,    0
  1394, 19729,19600702,    0,    0
  1394, 19729,19600703,    0,    0
  1394, 19729,19600704,    0,    0
  1394, 19729,19600705,    0,    0
  1394, 19729,19600706,   31,    0
  1394, 19729,19600707,    4,    0
  1394, 19729,19600708,    0,    0
  1394, 19729,19600709,    0,    0
  1394, 19729,19600710,   16,    0
  1394, 19729,19600711,    0,    0
  1394, 19729,19600712,    0,    0
  1394, 19729,19600713,    0,    0
  1394, 19729,19600714,    0,    0
  1394, 19729,19600715,    0,    0
  1394, 19729,19600716,   33,    0
  1394, 19729,19600717,   43,    0
  1394, 19729,19600718,    1,    0
  1394, 19729,19600719,    0,    0
  1394, 19729,19600720,    0,    0
  1394, 19729,19600721,    0,    0
  1394, 19729,19600722,    0,    0
  1394, 19729,19600723,    0,    0
  1394, 19729,19600724,    0,    0
  1394, 19729,19600725,    0,    0
  1394, 19729,19600726,    0,    0
  1394, 19729,19600727,    0,    0
  1394, 19729,19600728,    0,    0
  1394, 19729,19600729,    0,    0
  1394, 19729,19600730,   16,    0
  1394, 19729,19600731,    8,    0
  1394, 19729,19600801,    0,    0
  1394, 19729,19600802,    0,    0
  1394, 19729,19600803,  123,    0
  1394, 19729,19600804,  159,    0
  1394, 19729,19600805,    0,    0
  1394, 19729,19600806,    0,    0
  1394, 19729,19600807,    0,    0
  1394, 19729,19600808,    0,    0
  1394, 19729,19600809,    0,    0
  1394, 19729,19600810,   16,    0
  1394, 19729,19600811,  116,    0
  1394, 19729,19600812,    0,    0
  1394, 19729,19600813,   40,    0
  1394, 19729,19600814,    0,    0
  1394, 19729,19600815,    3,    0
  1394, 19729,19600816,  371,    0
  1394, 19729,19600817,  442,    0
  1394, 19729,19600818,   68,    0
  1394, 19729,19600819,    0,    0
  1394, 19729,19600820,    0,    0
  1394, 19729,19600821,    0,    0
  1394, 19729,19600822,   30,    0
  1394, 19729,19600823,    5,    0
  1394, 19729,19600824,  330,    0
  1394, 19729,19600825,   57,    0
  1394, 19729,19600826,   96,    0
  1394, 19729,19600827,    0,    0
  1394, 19729,19600828,    0,    0
  1394, 19729,19600829,    0,    0
  1394, 19729,19600830,    0,    0
  1394, 19729,19600831,    0,    0
  1394, 19729,19600901,    0,    0
  1394, 19729,19600902,    0,    0
  1394, 19729,19600903,    0,    0
  1394, 19729,19600904,    3,    0
  1394, 19729,19600905,    0,    0
  1394, 19729,19600906,    0,    0
  1394, 19729,19600907,    0,    0
  1394, 19729,19600908,    0,    0
  1394, 19729,19600909,    0,    0
  1394, 19729,19600910,    0,    0
  1394, 19729,19600911,    0,    0
  1394, 19729,19600912,    0,    0
  1394, 19729,19600913,    0,    0
  1394, 19729,19600914,    6,    0
  1394, 19729,19600915,  255,    0
  1394, 19729,19600916,   96,    0
  1394, 19729,19600917,   24,    0
  1394, 19729,19600918,  139,    0
  1394, 19729,19600919,   23,    0
  1394, 19729,19600920,    0,    0
  1394, 19729,19600921,    0,    0
  1394, 19729,19600922,    0,    0
  1394, 19729,19600923,    0,    0
  1394, 19729,19600924,    0,    0
  1394, 19729,19600925,   28,    0
  1394, 19729,19600926,    7,    0
  1394, 19729,19600927,  101,    0
  1394, 19729,19600928,   30,    0
  1394, 19729,19600929,  190,    0
  1394, 19729,19600930,  214,    0
  1394, 19729,19601001,  531,    0
  1394, 19729,19601002,   44,    0
  1394, 19729,19601003,  174,    0
  1394, 19729,19601004,  458,    0
  1394, 19729,19601005,  361,    0
  1394, 19729,19601006,    6,    0
  1394, 19729,19601007,  156,    0
  1394, 19729,19601008,   18,    0
  1394, 19729,19601009,   34,    0
  1394, 19729,19601010,    0,    0
  1394, 19729,19601011,    7,    0
  1394, 19729,19601012,  481,    0
  1394, 19729,19601013,    0,    0
  1394, 19729,19601014,   14,    0
  1394, 19729,19601015,    0,    0
  1394, 19729,19601016,    0,    0
  1394, 19729,19601017,    0,    0
  1394, 19729,19601018,  118,    0
  1394, 19729,19601019,  375,    0
  1394, 19729,19601020,  216,    0
  1394, 19729,19601021,  194,    0
  1394, 19729,19601022,  260,    0
  1394, 19729,19601023,  293,    0
  1394, 19729,19601024,  250,    0
  1394, 19729,19601025,  189,    0
  1394, 19729,19601026,  209,    0
  1394, 19729,19601027,   20,    0
  1394, 19729,19601028,   48,    0
  1394, 19729,19601029,  159,    0
  1394, 19729,19601030,  345,    0
  1394, 19729,19601031,  665,    0
  1394, 19729,19601101,   76,    0
  1394, 19729,19601102,  172,    0
  1394, 19729,19601103,  565,    0
  1394, 19729,19601104,   64,    0
  1394, 19729,19601105,   20,    0
  1394, 19729,19601106,    0,    0
  1394, 19729,19601107,    0,    0
  1394, 19729,19601108,    8,    0
  1394, 19729,19601109,  292,    0
  1394, 19729,19601110,  115,    0
  1394, 19729,19601111,  220,    0
  1394, 19729,19601112,   85,    0
  1394, 19729,19601113,  366,    0
  1394, 19729,19601114,  479,    0
  1394, 19729,19601115,    4,    0
  1394, 19729,19601116,  729,    0
  1394, 19729,19601117,   22,    0
  1394, 19729,19601118,   73,    0
  1394, 19729,19601119,    0,    0
  1394, 19729,19601120,  430,    0
  1394, 19729,19601121,  338,    0
  1394, 19729,19601122,   98,    0
  1394, 19729,19601123,    6,    0
  1394, 19729,19601124,   58,    0
  1394, 19729,19601125,  170,    0
  1394, 19729,19601126,   50,    0
  1394, 19729,19601127,  119,    0
  1394, 19729,19601128,   67,    0
  1394, 19729,19601129,    0,    0
  1394, 19729,19601130,   72,    0
  1394, 19729,19601201,  258,    0
  1394, 19729,19601202,   38,    0
  1394, 19729,19601203,    0,    0
  1394, 19729,19601204,  240,    0
  1394, 19729,19601205,  550,    0
  1394, 19729,19601206,  171,    0
  1394, 19729,19601207,  269,    0
  1394, 19729,19601208,   28,    0
  1394, 19729,19601209,   63,    0
  1394, 19729,19601210,   43,    0
  1394, 19729,19601211,   23,    0
  1394, 19729,19601212,   10,    0
  1394, 19729,19601213,  342,    0
  1394, 19729,19601214,    0,    0
  1394, 19729,19601215,   10,    0
  1394, 19729,19601216,    0,    0
  1394, 19729,19601217,    0,    0
  1394, 19729,19601218,    0,    0
  1394, 19729,19601219,  100,    0
  1394, 19729,19601220,  106,    0
  1394, 19729,19601221,   68,    0
  1394, 19729,19601222,    4,    0
  1394, 19729,19601223,  230,    0
  1394, 19729,19601224,   80,    0
  1394, 19729,19601225,   11,    0
  1394, 19729,19601226,  253,    0
  1394, 19729,19601227,   66,    0
  1394, 19729,19601228,  165,    0
  1394, 19729,19601229,   94,    0
  1394, 19729,19601230,  548,    0
  1394, 19729,19601231,   79,    0
  1394, 19729,19610101,   64,    0
  1394, 19729,19610102,  786,    0
  1394, 19729,19610103,   70,    0
  1394, 19729,19610104,   51,    0
  1394, 19729,19610105,    6,    0
  1394, 19729,19610106,   60,    0
  1394, 19729,19610107,  185,    0
  1394, 19729,19610108,    0,    0
  1394, 19729,19610109,  147,    0
  1394, 19729,19610110,  101,    0
  1394, 19729,19610111,    5,    0
  1394, 19729,19610112,    0,    0
  1394, 19729,19610113,    0,    0
  1394, 19729,19610114,    0,    0
  1394, 19729,19610115,    0,    0
  1394, 19729,19610116,   87,    0
  1394, 19729,19610117,   16,    0
  1394, 19729,19610118,   68,    0
  1394, 19729,19610119,    3,    0
  1394, 19729,19610120,   22,    0
  1394, 19729,19610121,  179,    0
  1394, 19729,19610122,  226,    0
  1394, 19729,19610123,   70,    0
  1394, 19729,19610124,  105,    0
  1394, 19729,19610125,   62,    0
  1394, 19729,19610126,    8,    0
  1394, 19729,19610127,  222,    0
  1394, 19729,19610128,   67,    0
  1394, 19729,19610129,    0,    0
  1394, 19729,19610130,  182,    0
  1394, 19729,19610131,  454,    0
  1394, 19729,19610201,  130,    0
  1394, 19729,19610202,    7,    0
  1394, 19729,19610203,    1,    0
  1394, 19729,19610204,    0,    0
  1394, 19729,19610205,   25,    0
  1394, 19729,19610206,   70,    0
  1394, 19729,19610207,    0,    0
  1394, 19729,19610208,    5,    0
  1394, 19729,19610209,    0,    0
  1394, 19729,19610210,    0,    0
  1394, 19729,19610211,    0,    0
  1394, 19729,19610212,    0,    0
  1394, 19729,19610213,    0,    0
  1394, 19729,19610214,    0,    0
  1394, 19729,19610215,    0,    0
  1394, 19729,19610216,    0,    0
  1394, 19729,19610217,    0,    0
  1394, 19729,19610218,    0,    0
  1394, 19729,19610219,    0,    0
  1394, 19729,19610220,    5,    0
  1394, 19729,19610221,   38,    0
  1394, 19729,19610222,    0,    0
  1394, 19729,19610223,  433,    0
  1394, 19729,19610224,  306,    0
  1394, 19729,19610225,  351,    0
  1394, 19729,19610226,  177,    0
  1394, 19729,19610227,   94,    0
  1394, 19729,19610228,    0,    0
  1394, 19729,19610301,    0,    0
  1394, 19729,19610302,    0,    0
  1394, 19729,19610303,    0,    0
  1394, 19729,19610304,    0,    0
  1394, 19729,19610305,    0,    0
  1394, 19729,19610306,    0,    0
  1394, 19729,19610307,    0,    0
  1394, 19729,19610308,    0,    0
  1394, 19729,19610309,    0,    0
  1394, 19729,19610310,    0,    0
  1394, 19729,19610311,    0,    0
  1394, 19729,19610312,    0,    0
  1394, 19729,19610313,    0,    0
  1394, 19729,19610314,    0,    0
  1394, 19729,19610315,    0,    0
  1394, 19729,19610316,    0,    0
  1394, 19729,19610317,    0,    0
  1394, 19729,19610318,    0,    0
  1394, 19729,19610319,   40,    0
  1394, 19729,19610320,    0,    0
  1394, 19729,19610321,    0,    0
  1394, 19729,19610322,    0,    0
  1394, 19729,19610323,   19,    0
  1394, 19729,19610324,    1,    0
  1394, 19729,19610325,    0,    0
  1394, 19729,19610326,    0,    0
  1394, 19729,19610327,    0,    0
  1394, 19729,19610328,    0,    0
  1394, 19729,19610329,    0,    0
  1394, 19729,19610330,    0,    0
  1394, 19729,19610331,    0,    0
  1394, 19729,19610401,    0,    0
  1394, 19729,19610402,    0,    0
  1394, 19729,19610403,    0,    0
  1394, 19729,19610404,  328,    0
  1394, 19729,19610405,  151,    0
  1394, 19729,19610406,  254,    0
  1394, 19729,19610407,    0,    0
  1394, 19729,19610408,    0,    0
  1394, 19729,19610409,   66,    0
  1394, 19729,19610410,    9,    0
  1394, 19729,19610411,    5,    0
  1394, 19729,19610412,  133,    0
  1394, 19729,19610413,  182,    0
  1394, 19729,19610414,   64,    0
  1394, 19729,19610415,  224,    0
  1394, 19729,19610416,   59,    0
  1394, 19729,19610417,    0,    0
  1394, 19729,19610418,  125,    0
  1394, 19729,19610419,   62,    0
  1394, 19729,19610420,  162,    0
  1394, 19729,19610421,  160,    0
  1394, 19729,19610422,  166,    0
  1394, 19729,19610423,    9,    0
  1394, 19729,19610424,  551,    0
  1394, 19729,19610425,   95,    0
  1394, 19729,19610426,   17,    0
  1394, 19729,19610427,   20,    0
  1394, 19729,19610428,   48,    0
  1394, 19729,19610429,    0,    0
  1394, 19729,19610430,    0,    0
  1394, 19729,19610501,   14,    0
  1394, 19729,19610502,  199,    0
  1394, 19729,19610503,   96,    0
  1394, 19729,19610504,   68,    0
  1394, 19729,19610505,    0,    0
  1394, 19729,19610506,    0,    0
  1394, 19729,19610507,    0,    0
  1394, 19729,19610508,    0,    0
  1394, 19729,19610509,    0,    0
  1394, 19729,19610510,    0,    0
  1394, 19729,19610511,    0,    0
  1394, 19729,19610512,    0,    0
  1394, 19729,19610513,    0,    0
  1394, 19729,19610514,    0,    0
  1394, 19729,19610515,    0,    0
  1394, 19729,19610516,   82,    0
  1394, 19729,19610517,    0,    0
  1394, 19729,19610518,    0,    0
  1394, 19729,19610519,    0,    0
  1394, 19729,19610520,    0,    0
  1394, 19729,19610521,    0,    0
  1394, 19729,19610522,   31,    0
  1394, 19729,19610523,   49,    0
  1394, 19729,19610524,  175,    0
  1394, 19729,19610525,   98,    0
  1394, 19729,19610526,   64,    0
  1394, 19729,19610527,    0,    0
  1394, 19729,19610528,    0,    0
  1394, 19729,19610529,  241,    0
  1394, 19729,19610530,  281,    0
  1394, 19729,19610531,  124,    0
  1394, 19729,19610601,   11,    0
  1394, 19729,19610602,    0,    0
  1394, 19729,19610603,    0,    0
  1394, 19729,19610604,    0,    0
  1394, 19729,19610605,    6,    0
  1394, 19729,19610606,   25,    0
  1394, 19729,19610607,    0,    0
  1394, 19729,19610608,    1,    0
  1394, 19729,19610609,    0,    0
  1394, 19729,19610610,    0,    0
  1394, 19729,19610611,    0,    0
  1394, 19729,19610612,    0,    0
  1394, 19729,19610613,   10,    0
  1394, 19729,19610614,    0,    0
  1394, 19729,19610615,    0,    0
  1394, 19729,19610616,    0,    0
  1394, 19729,19610617,    0,    0
  1394, 19729,19610618,    0,    0
  1394, 19729,19610619,    0,    0
  1394, 19729,19610620,    0,    0
  1394, 19729,19610621,    0,    0
  1394, 19729,19610622,    0,    0
  1394, 19729,19610623,    8,    0
  1394, 19729,19610624,   29,    0
  1394, 19729,19610625,   10,    0
  1394, 19729,19610626,    8,    0
  1394, 19729,19610627,    0,    0
  1394, 19729,19610628,    0,    0
  1394, 19729,19610629,    0,    0
  1394, 19729,19610630,    5,    0
  1394, 19729,19610701,    0,    0
  1394, 19729,19610702,    0,    0
  1394, 19729,19610703,    0,    0
  1394, 19729,19610704,    0,    0
  1394, 19729,19610705,    0,    0
  1394, 19729,19610706,    0,    0
  1394, 19729,19610707,    0,    0
  1394, 19729,19610708,    0,    0
  1394, 19729,19610709,    0,    0
  1394, 19729,19610710,    0,    0
  1394, 19729,19610711,  108,    0
  1394, 19729,19610712,   12,    0
  1394, 19729,19610713,    4,    0
  1394, 19729,19610714,  120,    0
  1394, 19729,19610715,    0,    0
  1394, 19729,19610716,    0,    0
  1394, 19729,19610717,    0,    0
  1394, 19729,19610718,    0,    0
  1394, 19729,19610719,    0,    0
  1394, 19729,19610720,    0,    0
  1394, 19729,19610721,    0,    0
  1394, 19729,19610722,    0,    0
  1394, 19729,19610723,    0,    0
  1394, 19729,19610724,    0,    0
  1394, 19729,19610725,   90,    0
  1394, 19729,19610726,    0,    0
  1394, 19729,19610727,    5,    0
  1394, 19729,19610728,    5,    0
  1394, 19729,19610729,    0,    0
  1394, 19729,19610730,    0,    0
  1394, 19729,19610731,    0,    0
  1394, 19729,19610801,    0,    0
  1394, 19729,19610802,    0,    0
  1394, 19729,19610803,    0,    0
  1394, 19729,19610804,    0,    0
  1394, 19729,19610805,    0,    0
  1394, 19729,19610806,  200,    0
  1394, 19729,19610807,   36,    0
  1394, 19729,19610808,    0,    0
  1394, 19729,19610809,    0,    0
  1394, 19729,19610810,    0,    0
  1394, 19729,19610811,    0,    0
  1394, 19729,19610812,    0,    0
  1394, 19729,19610813,    0,    0
  1394, 19729,19610814,    0,    0
  1394, 19729,19610815,    0,    0
  1394, 19729,19610816,    0,    0
  1394, 19729,19610817,    0,    0
  1394, 19729,19610818,    0,    0
  1394, 19729,19610819,    0,    0
  1394, 19729,19610820,    0,    0
  1394, 19729,19610821,    0,    0
  1394, 19729,19610822,    0,    0
  1394, 19729,19610823,    0,    0
  1394, 19729,19610824,    0,    0
  1394, 19729,19610825,    0,    0
  1394, 19729,19610826,    0,    0
  1394, 19729,19610827,    0,    0
  1394, 19729,19610828,    0,    0
  1394, 19729,19610829,    0,    0
  1394, 19729,19610830,    5,    0
  1394, 19729,19610831,    0,    0
  1394, 19729,19610901,    0,    0
  1394, 19729,19610902,    0,    0
  1394, 19729,19610903,    0,    0
  1394, 19729,19610904,    0,    0
  1394, 19729,19610905,    0,    0
  1394, 19729,19610906,    0,    0
  1394, 19729,19610907,    0,    0
  1394, 19729,19610908,    0,    0
  1394, 19729,19610909,    0,    0
  1394, 19729,19610910,    0,    0
  1394, 19729,19610911,    0,    0
  1394, 19729,19610912,    0,    0
  1394, 19729,19610913,   32,    0
  1394, 19729,19610914,    4,    0
  1394, 19729,19610915,    0,    0
  1394, 19729,19610916,  295,    0
  1394, 19729,19610917,   11,    0
  1394, 19729,19610918,    5,    0
  1394, 19729,19610919,    6,    0
  1394, 19729,19610920,    0,    0
  1394, 19729,19610921,    0,    0
  1394, 19729,19610922,    0,    0
  1394, 19729,19610923,    0,    0
  1394, 19729,19610924,    0,    0
  1394, 19729,19610925,    0,    0
  1394, 19729,19610926,    0,    0
  1394, 19729,19610927,  158,    0
  1394, 19729,19610928,  265,    0
  1394, 19729,19610929,   88,    0
  1394, 19729,19610930,   13,    0
  1394, 19729,19611001,    0,    0
  1394, 19729,19611002,    0,    0
  1394, 19729,19611003,   23,    0
  1394, 19729,19611004,  232,    0
  1394, 19729,19611005,  120,    0
  1394, 19729,19611006,  207,    0
  1394, 19729,19611007,   47,    0
  1394, 19729,19611008,    0,    0
  1394, 19729,19611009,    0,    0
  1394, 19729,19611010,    0,    0
  1394, 19729,19611011,    0,    0
  1394, 19729,19611012,    0,    0
  1394, 19729,19611013,  114,    0
  1394, 19729,19611014,    0,    0
  1394, 19729,19611015,    0,    0
  1394, 19729,19611016,    0,    0
  1394, 19729,19611017,   22,    0
  1394, 19729,19611018,   18,    0
  1394, 19729,19611019,   25,    0
  1394, 19729,19611020,  120,    0
  1394, 19729,19611021,  370,    0
  1394, 19729,19611022,  177,    0
  1394, 19729,19611023,  702,    0
  1394, 19729,19611024,  778,    0
  1394, 19729,19611025, 1115,    0
  1394, 19729,19611026,  330,    0
  1394, 19729,19611027,  138,    0
  1394, 19729,19611028,  199,    0
  1394, 19729,19611029,   20,    0
  1394, 19729,19611030,    0,    0
  1394, 19729,19611031,    0,    0
  1394, 19729,19611101,    0,    0
  1394, 19729,19611102,    0,    0
  1394, 19729,19611103,    0,    0
  1394, 19729,19611104,    0,    0
  1394, 19729,19611105,    0,    0
  1394, 19729,19611106,    0,    0
  1394, 19729,19611107,    5,    0
  1394, 19729,19611108,  332,    0
  1394, 19729,19611109,   19,    0
  1394, 19729,19611110,  154,    0
  1394, 19729,19611111,  318,    0
  1394, 19729,19611112,  115,    0
  1394, 19729,19611113,   53,    0
  1394, 19729,19611114,   34,    0
  1394, 19729,19611115,    0,    0
  1394, 19729,19611116,   13,    0
  1394, 19729,19611117,    3,    0
  1394, 19729,19611118,    0,    0
  1394, 19729,19611119,    0,    0
  1394, 19729,19611120,    0,    0
  1394, 19729,19611121,   78,    0
  1394, 19729,19611122,   25,    0
  1394, 19729,19611123,    0,    0
  1394, 19729,19611124,   93,    0
  1394, 19729,19611125,  288,    0
  1394, 19729,19611126,   15,    0
  1394, 19729,19611127,    0,    0
  1394, 19729,19611128,    0,    0
  1394, 19729,19611129,    0,    0
  1394, 19729,19611130,    0,    0
  1394, 19729,19611201,  180,    0
  1394, 19729,19611202,  435,    0
  1394, 19729,19611203,  635,    0
  1394, 19729,19611204,  362,    0
  1394, 19729,19611205,  105,    0
  1394, 19729,19611206,    0,    0
  1394, 19729,19611207,   90,    0
  1394, 19729,19611208,  266,    0
  1394, 19729,19611209,  141,    0
  1394, 19729,19611210,   70,    0
  1394, 19729,19611211,    0,    0
  1394, 19729,19611212,    0,    0
  1394, 19729,19611213,    0,    0
  1394, 19729,19611214,    0,    0
  1394, 19729,19611215,    0,    0
  1394, 19729,19611216,    0,    0
  1394, 19729,19611217,    4,    0
  1394, 19729,19611218,    0,    0
  1394, 19729,19611219,    0,    0
  1394, 19729,19611220,    0,    0
  1394, 19729,19611221,  165,    0
  1394, 19729,19611222,  104,    0
  1394, 19729,19611223,  425,    0
  1394, 19729,19611224,  280,    0
  1394, 19729,19611225,  187,    0
  1394, 19729,19611226,  280,    0
  1394, 19729,19611227,  154,    0
  1394, 19729,19611228,  171,    0
  1394, 19729,19611229,  237,    0
  1394, 19729,19611230,  320,    0
  1394, 19729,19611231,   40,    0
  1394, 19729,19620101,   78,    0
  1394, 19729,19620102,   30,    0
  1394, 19729,19620103,   49,    0
  1394, 19729,19620104,    0,    0
  1394, 19729,19620105,    0,    0
  1394, 19729,19620106,    0,    0
  1394, 19729,19620107,    0,    0
  1394, 19729,19620108,    0,    0
  1394, 19729,19620109,  446,    0
  1394, 19729,19620110,  274,    0
  1394, 19729,19620111,   76,    0
  1394, 19729,19620112,  320,    0
  1394, 19729,19620113,  390,    0
  1394, 19729,19620114,    3,    0
  1394, 19729,19620115,    0,    0
  1394, 19729,19620116,  361,    0
  1394, 19729,19620117,   70,    0
  1394, 19729,19620118,    0,    0
  1394, 19729,19620119,    0,    0
  1394, 19729,19620120,    2,    0
  1394, 19729,19620121,   49,    0
  1394, 19729,19620122,   20,    0
  1394, 19729,19620123,  162,    0
  1394, 19729,19620124,  128,    0
  1394, 19729,19620125,    0,    0
  1394, 19729,19620126,    0,    0
  1394, 19729,19620127,    0,    0
  1394, 19729,19620128,    0,    0
  1394, 19729,19620129,    0,    0
  1394, 19729,19620130,    0,    0
  1394, 19729,19620131,    0,    0
  1394, 19729,19620201,    0,    0
  1394, 19729,19620202,    0,    0
  1394, 19729,19620203,    3,    0
  1394, 19729,19620204,    0,    0
  1394, 19729,19620205,    0,    0
  1394, 19729,19620206,   80,    0
  1394, 19729,19620207,  118,    0
  1394, 19729,19620208,   18,    0
  1394, 19729,19620209,    0,    0
  1394, 19729,19620210,    0,    0
  1394, 19729,19620211,    0,    0
  1394, 19729,19620212,    0,    0
  1394, 19729,19620213,   31,    0
  1394, 19729,19620214,    5,    0
  1394, 19729,19620215,    0,    0
  1394, 19729,19620216,    0,    0
  1394, 19729,19620217,    0,    0
  1394, 19729,19620218,    0,    0
  1394, 19729,19620219,    0,    0
  1394, 19729,19620220,    0,    0
  1394, 19729,19620221,    0,    0
  1394, 19729,19620222,    0,    0
  1394, 19729,19620223,    0,    0
  1394, 19729,19620224,   10,    0
  1394, 19729,19620225,   41,    0
  1394, 19729,19620226,   71,    0
  1394, 19729,19620227,    0,    0
  1394, 19729,19620228,    0,    0
  1394, 19729,19620301,    4,    0
  1394, 19729,19620302,  262,    0
  1394, 19729,19620303,  638,    0
  1394, 19729,19620304,  135,    0
  1394, 19729,19620305,    0,    0
  1394, 19729,19620306,  403,    0
  1394, 19729,19620307,  711,    0
  1394, 19729,19620308,  283,    0
  1394, 19729,19620309,   35,    0
  1394, 19729,19620310,    0,    0
  1394, 19729,19620311,  203,    0
  1394, 19729,19620312,   41,    0
  1394, 19729,19620313,    0,    0
  1394, 19729,19620314,    0,    0
  1394, 19729,19620315,   17,    0
  1394, 19729,19620316,    0,    0
  1394, 19729,19620317,    0,    0
  1394, 19729,19620318,   31,    0
  1394, 19729,19620319,   14,    0
  1394, 19729,19620320,   12,    0
  1394, 19729,19620321,   10,    0
  1394, 19729,19620322,    0,    0
  1394, 19729,19620323,    0,    0
  1394, 19729,19620324,   14,    0
  1394, 19729,19620325,    0,    0
  1394, 19729,19620326,   75,    0
  1394, 19729,19620327,  397,    0
  1394, 19729,19620328,  262,    0
  1394, 19729,19620329,  952,    0
  1394, 19729,19620330, 1122,    0
  1394, 19729,19620331,  285,    0
  1394, 19729,19620401,   87,    0
  1394, 19729,19620402,   66,    0
  1394, 19729,19620403,  252,    0
  1394, 19729,19620404,   43,    0
  1394, 19729,19620405,    8,    0
  1394, 19729,19620406,    0,    0
  1394, 19729,19620407,    0,    0
  1394, 19729,19620408,    0,    0
  1394, 19729,19620409,    0,    0
  1394, 19729,19620410,    0,    0
  1394, 19729,19620411,    0,    0
